filename,scientific_name,label,latitude,longitude,spectrogram_path
abethr1/XC128013.ogg,Turdus tephronotus,249,-0.2810692677900339,0.5651247259958327,data\processed\spectrograms\abethr1\XC128013.ogg\abethr1\XC128013.png
abethr1/XC363501.ogg,Turdus tephronotus,249,-0.5324783251534333,0.5655874550430963,data\processed\spectrograms\abethr1\XC363501.ogg\abethr1\XC363501.png
abethr1/XC363502.ogg,Turdus tephronotus,249,-0.5324783251534333,0.5655874550430963,data\processed\spectrograms\abethr1\XC363502.ogg\abethr1\XC363502.png
abethr1/XC363503.ogg,Turdus tephronotus,249,-0.5324783251534333,0.5655874550430963,data\processed\spectrograms\abethr1\XC363503.ogg\abethr1\XC363503.png
abethr1/XC363504.ogg,Turdus tephronotus,249,-0.5324783251534333,0.5655874550430963,data\processed\spectrograms\abethr1\XC363504.ogg\abethr1\XC363504.png
abethr1/XC379322.ogg,Turdus tephronotus,249,-0.5324783251534333,0.5655874550430963,data\processed\spectrograms\abethr1\XC379322.ogg\abethr1\XC379322.png
abethr1/XC432639.ogg,Turdus tephronotus,249,-0.5339882174903154,0.5423570652041626,data\processed\spectrograms\abethr1\XC432639.ogg\abethr1\XC432639.png
abethr1/XC467121.ogg,Turdus tephronotus,249,-0.5714410797877174,0.5512741670698487,data\processed\spectrograms\abethr1\XC467121.ogg\abethr1\XC467121.png
abethr1/XC467122.ogg,Turdus tephronotus,249,-0.5714410797877174,0.5512741670698487,data\processed\spectrograms\abethr1\XC467122.ogg\abethr1\XC467122.png
abethr1/XC531557.ogg,Turdus tephronotus,249,-0.2656724745044121,0.5797372222252055,data\processed\spectrograms\abethr1\XC531557.ogg\abethr1\XC531557.png
abethr1/XC585802.ogg,Turdus tephronotus,249,,,data\processed\spectrograms\abethr1\XC585802.ogg\abethr1\XC585802.png
abethr1/XC606253.ogg,Turdus tephronotus,249,-0.5300063472232089,0.5618995393280642,data\processed\spectrograms\abethr1\XC606253.ogg\abethr1\XC606253.png
abethr1/XC616997.ogg,Turdus tephronotus,249,-0.5336218717305731,0.5414211696123288,data\processed\spectrograms\abethr1\XC616997.ogg\abethr1\XC616997.png
abethr1/XC639039.ogg,Turdus tephronotus,249,-0.5336218717305731,0.5414211696123288,data\processed\spectrograms\abethr1\XC639039.ogg\abethr1\XC639039.png
abethr1/XC756300.ogg,Turdus tephronotus,249,-0.539421775627803,0.6296215010196688,data\processed\spectrograms\abethr1\XC756300.ogg\abethr1\XC756300.png
abhori1/XC120250.ogg,Oriolus larvatus,166,-0.9766639993607138,0.24331580903581831,data\processed\spectrograms\abhori1\XC120250.ogg\abhori1\XC120250.png
abhori1/XC120251.ogg,Oriolus larvatus,166,-0.9766639993607138,0.24331580903581831,data\processed\spectrograms\abhori1\XC120251.ogg\abhori1\XC120251.png
abhori1/XC127317.ogg,Oriolus larvatus,166,-0.6272831297073285,0.5552230202175483,data\processed\spectrograms\abhori1\XC127317.ogg\abhori1\XC127317.png
abhori1/XC127318.ogg,Oriolus larvatus,166,-0.6272831297073285,0.5552230202175483,data\processed\spectrograms\abhori1\XC127318.ogg\abhori1\XC127318.png
abhori1/XC128202.ogg,Oriolus larvatus,166,-0.2513712947058704,0.6144662549303482,data\processed\spectrograms\abhori1\XC128202.ogg\abhori1\XC128202.png
abhori1/XC132733.ogg,Oriolus larvatus,166,-0.5010342180742359,0.5338539840649753,data\processed\spectrograms\abhori1\XC132733.ogg\abhori1\XC132733.png
abhori1/XC138433.ogg,Oriolus larvatus,166,-0.4292030588275504,0.36334006973127086,data\processed\spectrograms\abhori1\XC138433.ogg\abhori1\XC138433.png
abhori1/XC153687.ogg,Oriolus larvatus,166,-0.8706736658621607,0.20735167248271688,data\processed\spectrograms\abhori1\XC153687.ogg\abhori1\XC153687.png
abhori1/XC153688.ogg,Oriolus larvatus,166,-0.8706736658621607,0.20735167248271688,data\processed\spectrograms\abhori1\XC153688.ogg\abhori1\XC153688.png
abhori1/XC153689.ogg,Oriolus larvatus,166,-0.8706736658621607,0.20735167248271688,data\processed\spectrograms\abhori1\XC153689.ogg\abhori1\XC153689.png
abhori1/XC153690.ogg,Oriolus larvatus,166,-0.8706736658621607,0.20735167248271688,data\processed\spectrograms\abhori1\XC153690.ogg\abhori1\XC153690.png
abhori1/XC186252.ogg,Oriolus larvatus,166,-1.5815830197069316,0.16912955734560045,data\processed\spectrograms\abhori1\XC186252.ogg\abhori1\XC186252.png
abhori1/XC188925.ogg,Oriolus larvatus,166,-1.5856059754798038,0.15047427049276801,data\processed\spectrograms\abhori1\XC188925.ogg\abhori1\XC188925.png
abhori1/XC195537.ogg,Oriolus larvatus,166,-0.446756841165861,0.49502301491830153,data\processed\spectrograms\abhori1\XC195537.ogg\abhori1\XC195537.png
abhori1/XC196120.ogg,Oriolus larvatus,166,-0.8785518115926957,0.3400435757427281,data\processed\spectrograms\abhori1\XC196120.ogg\abhori1\XC196120.png
abhori1/XC196760.ogg,Oriolus larvatus,166,-0.6636951591920044,0.4085622663954105,data\processed\spectrograms\abhori1\XC196760.ogg\abhori1\XC196760.png
abhori1/XC196761.ogg,Oriolus larvatus,166,-0.6636951591920044,0.4085622663954105,data\processed\spectrograms\abhori1\XC196761.ogg\abhori1\XC196761.png
abhori1/XC200588.ogg,Oriolus larvatus,166,-1.0062832252254936,0.16937657811519227,data\processed\spectrograms\abhori1\XC200588.ogg\abhori1\XC200588.png
abhori1/XC200793.ogg,Oriolus larvatus,166,-1.5735371081611875,0.15949226816575232,data\processed\spectrograms\abhori1\XC200793.ogg\abhori1\XC200793.png
abhori1/XC200797.ogg,Oriolus larvatus,166,-1.5735371081611875,0.15949226816575232,data\processed\spectrograms\abhori1\XC200797.ogg\abhori1\XC200797.png
abhori1/XC200798.ogg,Oriolus larvatus,166,-1.5735371081611875,0.15949226816575232,data\processed\spectrograms\abhori1\XC200798.ogg\abhori1\XC200798.png
abhori1/XC201222.ogg,Oriolus larvatus,166,-0.6636951591920044,0.4085622663954105,data\processed\spectrograms\abhori1\XC201222.ogg\abhori1\XC201222.png
abhori1/XC205393.ogg,Oriolus larvatus,166,-0.47822149099794103,0.5115734064809507,data\processed\spectrograms\abhori1\XC205393.ogg\abhori1\XC205393.png
abhori1/XC206017.ogg,Oriolus larvatus,166,-0.45424809838377084,0.4969330769254268,data\processed\spectrograms\abhori1\XC206017.ogg\abhori1\XC206017.png
abhori1/XC239946.ogg,Oriolus larvatus,166,-0.43128130066085535,0.5187335296333433,data\processed\spectrograms\abhori1\XC239946.ogg\abhori1\XC239946.png
abhori1/XC240626.ogg,Oriolus larvatus,166,-0.43128130066085535,0.5187335296333433,data\processed\spectrograms\abhori1\XC240626.ogg\abhori1\XC240626.png
abhori1/XC247347.ogg,Oriolus larvatus,166,-1.5465302357046644,0.1836863869226709,data\processed\spectrograms\abhori1\XC247347.ogg\abhori1\XC247347.png
abhori1/XC247348.ogg,Oriolus larvatus,166,-1.5465302357046644,0.1836863869226709,data\processed\spectrograms\abhori1\XC247348.ogg\abhori1\XC247348.png
abhori1/XC247350.ogg,Oriolus larvatus,166,-1.5465302357046644,0.1836863869226709,data\processed\spectrograms\abhori1\XC247350.ogg\abhori1\XC247350.png
abhori1/XC247351.ogg,Oriolus larvatus,166,-1.5465302357046644,0.1836863869226709,data\processed\spectrograms\abhori1\XC247351.ogg\abhori1\XC247351.png
abhori1/XC247353.ogg,Oriolus larvatus,166,-1.5465302357046644,0.1836863869226709,data\processed\spectrograms\abhori1\XC247353.ogg\abhori1\XC247353.png
abhori1/XC255209.ogg,Oriolus larvatus,166,-1.5856059754798038,0.15047427049276801,data\processed\spectrograms\abhori1\XC255209.ogg\abhori1\XC255209.png
abhori1/XC268630.ogg,Oriolus larvatus,166,-1.5634095309899914,0.15764483114246733,data\processed\spectrograms\abhori1\XC268630.ogg\abhori1\XC268630.png
abhori1/XC288640.ogg,Oriolus larvatus,166,-1.594860485653483,0.12569913105244332,data\processed\spectrograms\abhori1\XC288640.ogg\abhori1\XC288640.png
abhori1/XC294766.ogg,Oriolus larvatus,166,-0.19508415180713298,0.6547132445449633,data\processed\spectrograms\abhori1\XC294766.ogg\abhori1\XC294766.png
abhori1/XC307329.ogg,Oriolus larvatus,166,-1.5713253384341448,0.1557173733064976,data\processed\spectrograms\abhori1\XC307329.ogg\abhori1\XC307329.png
abhori1/XC316920.ogg,Oriolus larvatus,166,-1.5858524885143965,0.15189377012647842,data\processed\spectrograms\abhori1\XC316920.ogg\abhori1\XC316920.png
abhori1/XC323330.ogg,Oriolus larvatus,166,-1.300342461365631,0.3369714723687909,data\processed\spectrograms\abhori1\XC323330.ogg\abhori1\XC323330.png
